,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,marital_unknown,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_unknown,poutcome_nonexistent,poutcome_success
11,1.0,0.0,1,5,1,-0.16673474489438067,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
12,1.0,0.0,1,5,1,1.9315007142317455,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
13,1.0,0.0,1,5,1,0.3097987782374423,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
14,1.0,0.0,1,5,1,1.496699017103897,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
15,0.0,0.0,1,5,1,-0.02058526758357326,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16,0.0,0.0,1,5,1,1.8567260034030557,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
17,1.0,0.0,1,5,1,-0.13298682134910667,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
18,1.0,0.0,1,5,1,-0.09569700779690832,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
19,0.0,0.0,1,5,1,0.7533769976806369,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
20,1.0,1.0,1,5,1,-1.2213156135285281,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21,1.0,0.0,1,5,1,0.8785767385729485,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
22,1.0,0.0,1,5,1,0.63898354438409,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
23,1.0,0.0,1,5,1,0.3129105300550892,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,1.0,0.0,1,5,1,-1.7683087051895032,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
25,1.0,0.0,1,5,1,1.273705472136598,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,0.0,0.0,1,5,1,-0.28043914274228954,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
27,1.0,1.0,1,5,1,-0.891957702444495,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28,1.0,1.0,1,5,1,1.036788602068581,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
29,1.0,0.0,1,5,1,1.53146544774414,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
30,0.0,0.0,1,5,1,-1.3792516526719862,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31,1.0,0.0,1,5,1,0.43869939512527556,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
32,1.0,0.0,1,5,1,-0.15698164535926917,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33,0.0,0.0,1,5,1,-1.426778235521075,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34,0.0,0.0,1,5,1,0.515774092975184,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
35,0.0,0.0,1,5,1,-0.3775624369828324,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
36,1.0,0.0,1,5,1,0.18768062212930378,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
37,0.0,0.0,1,5,1,-0.7295865947520876,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
38,0.0,1.0,1,5,1,-0.2969406900068051,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
39,0.0,0.0,1,5,1,-1.2080660397826446,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40,0.0,0.0,1,5,1,-0.5319838675127856,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41,0.0,0.0,1,5,1,-0.5250767789974722,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
42,0.0,0.0,1,5,1,-0.9418877711606288,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
43,1.0,0.0,1,5,1,-0.5889343436141099,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
44,0.0,0.0,1,5,1,-1.5837614684266017,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,1.0,0.0,1,5,1,1.3826858476503867,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
46,1.0,0.0,1,5,1,-0.9836091546436027,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47,1.0,0.0,1,5,1,-0.7722372480123242,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
48,0.0,0.0,1,5,1,-0.754969201867098,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,1.0,0.0,1,5,1,0.06536480547681503,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
50,1.0,0.0,1,5,1,-0.04212645234468157,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
51,0.0,0.0,1,5,1,-0.046488061989618835,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
52,1.0,0.0,1,5,1,-0.48455919818747784,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
53,1.0,0.0,1,5,1,-0.6885959273748737,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
54,0.0,0.0,1,5,2,-1.0957711034800506,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
55,1.0,0.0,1,5,2,-1.426778235521075,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
56,0.0,0.0,1,5,2,-0.1473180250625759,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
57,1.0,1.0,1,5,2,-2.7223162545157136,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
58,1.0,1.0,1,5,2,1.6461510456062012,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
59,1.0,0.0,1,5,2,1.4845099450288883,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
60,0.0,0.0,1,5,2,-0.0865772346006746,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,0.0,0.0,1,5,2,0.6252143649921146,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
62,0.0,0.0,1,5,2,-1.8377840283181173,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
63,1.0,0.0,1,5,2,-0.5113970123829537,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
64,0.0,0.0,1,5,2,0.4712791228964603,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
65,0.0,0.0,1,5,2,1.036788602068581,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
66,1.0,0.0,1,5,2,-0.024858406199455355,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
67,1.0,0.0,1,5,2,-0.3137048723661937,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
68,0.0,0.0,1,5,2,0.7159029071468267,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
69,1.0,0.0,1,5,2,-0.6111104726846031,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
70,0.0,0.0,1,5,2,1.9631029012642756,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
71,0.0,1.0,1,5,2,-1.6220684981121376,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
72,1.0,0.0,1,5,2,1.0445737611168062,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
73,1.0,0.0,1,5,2,-0.33648040236574467,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
74,0.0,0.0,1,5,2,-0.45838823146362156,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
75,0.0,0.0,1,5,2,1.9975576206077434,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
76,0.0,0.0,1,5,2,-2.2066617812242195,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,1.0,0.0,1,5,2,-0.4140976794983632,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
78,1.0,1.0,1,5,2,0.43869939512527556,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
79,1.0,0.0,1,5,2,0.2717225642040211,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
80,1.0,0.0,1,5,2,1.3633790399516132,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
81,1.0,0.0,1,5,2,-0.7722372480123242,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
82,0.0,0.0,1,5,2,-0.13298682134910667,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
83,0.0,0.0,1,5,2,0.22210614442693138,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
84,0.0,0.0,1,5,2,0.049524999854425135,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
85,0.0,0.0,1,5,2,0.373289649299738,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
86,0.0,0.0,1,5,2,-2.3521792937797805,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
87,0.0,1.0,1,5,2,0.033443355814210436,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
88,0.5,0.5,1,5,2,-0.5182146881208093,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
89,1.0,0.0,1,5,2,0.4441998108839179,-0.5603411381401908,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
90,0.0,1.0,1,5,2,1.727086373412541,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
91,0.0,0.0,1,5,2,0.061427129024849605,0.2503962388983549,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
92,0.5,0.5,1,5,2,-0.5046231805221552,-0.15497244962091797,999,-0.4418006408688985,0.8983335764412729,0.8000741148763486,0.7245742953439466,0.9724827762987294,0.6110898042819057,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
