,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32552,34,technician,married,basic.9y,no,yes,yes,cellular,may,mon,142,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
9680,32,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8902,42,blue-collar,married,unknown,unknown,yes,no,telephone,jun,thu,280,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
31451,40,services,married,high.school,no,no,no,cellular,may,wed,246,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
1184,31,technician,married,professional.course,no,no,no,telephone,may,thu,528,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
24918,52,technician,married,high.school,no,yes,no,cellular,nov,tue,385,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
30942,41,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,1101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
27774,67,retired,single,university.degree,no,yes,yes,cellular,mar,mon,70,22,999,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,no
3067,55,technician,married,professional.course,unknown,no,no,telephone,may,wed,806,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29949,33,blue-collar,divorced,basic.9y,no,no,yes,cellular,apr,mon,34,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
14281,50,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,250,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8708,44,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,34,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
12438,37,self-employed,single,basic.4y,no,unknown,unknown,cellular,jul,mon,277,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34752,48,services,single,basic.4y,unknown,yes,yes,cellular,may,thu,106,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32543,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,26,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
19927,48,technician,married,university.degree,unknown,no,no,cellular,aug,fri,66,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
8235,60,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,131,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5839,54,admin.,divorced,university.degree,no,yes,yes,telephone,may,mon,375,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20972,29,technician,single,professional.course,no,yes,no,telephone,aug,thu,85,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
21954,36,admin.,married,university.degree,no,yes,no,cellular,aug,wed,513,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
21768,42,technician,divorced,high.school,no,no,no,cellular,aug,wed,113,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28770,49,management,married,university.degree,no,yes,no,cellular,apr,thu,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
37453,38,admin.,married,high.school,no,no,no,cellular,aug,wed,289,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes
34609,31,technician,married,university.degree,no,yes,no,cellular,may,thu,432,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
3271,52,technician,married,high.school,no,yes,no,telephone,may,thu,355,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5043,48,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,407,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38098,51,unemployed,married,high.school,no,yes,no,cellular,sep,wed,657,2,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,no
6892,46,retired,married,university.degree,no,no,no,telephone,may,thu,334,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2245,35,admin.,married,high.school,no,yes,no,telephone,may,mon,81,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5357,40,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,117,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28612,56,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,wed,185,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
11524,28,student,single,professional.course,no,no,no,telephone,jun,fri,168,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5112,22,blue-collar,single,basic.6y,unknown,no,yes,telephone,may,fri,1073,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
18768,34,management,single,university.degree,no,no,no,cellular,jul,thu,90,13,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
12506,29,services,married,high.school,no,yes,no,cellular,jul,mon,556,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
37438,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,192,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
6901,39,admin.,married,university.degree,no,yes,no,telephone,may,thu,543,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
24812,51,technician,married,unknown,no,no,no,cellular,nov,tue,144,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
38211,60,admin.,married,unknown,no,yes,no,cellular,oct,wed,290,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes
16974,45,admin.,married,unknown,unknown,yes,no,telephone,jul,thu,27,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31967,34,services,single,high.school,no,yes,yes,cellular,may,thu,269,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
2450,34,management,divorced,university.degree,no,yes,no,telephone,may,tue,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
16908,48,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,107,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30641,34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,75,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
4496,33,blue-collar,divorced,basic.9y,no,no,no,telephone,may,tue,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19005,43,admin.,single,university.degree,no,yes,no,cellular,aug,tue,837,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
23589,48,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,122,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
36570,26,student,single,university.degree,unknown,no,no,cellular,jun,wed,78,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
13682,30,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,400,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
14367,32,admin.,single,university.degree,no,no,no,telephone,jul,mon,179,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35570,58,blue-collar,married,high.school,unknown,no,no,cellular,may,mon,176,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
15577,29,admin.,single,university.degree,no,yes,no,cellular,jul,fri,243,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
9871,54,admin.,married,university.degree,no,no,no,telephone,jun,wed,288,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2790,34,entrepreneur,married,basic.4y,no,no,no,telephone,may,wed,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
16436,32,technician,single,high.school,no,yes,no,cellular,jul,wed,229,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
5180,55,admin.,married,high.school,no,yes,no,telephone,may,fri,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32810,41,services,divorced,high.school,no,yes,no,cellular,may,mon,622,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
9387,33,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,jun,fri,161,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9681,31,admin.,married,high.school,no,no,no,telephone,jun,mon,346,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
33744,42,blue-collar,divorced,basic.6y,no,no,no,cellular,may,wed,323,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
25014,33,technician,divorced,high.school,no,no,no,cellular,nov,tue,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
24886,39,services,married,basic.9y,no,yes,no,cellular,nov,tue,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
30936,38,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,788,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
11261,35,blue-collar,married,high.school,no,no,no,telephone,jun,thu,153,14,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
10747,35,admin.,married,university.degree,no,no,yes,telephone,jun,tue,544,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29972,56,self-employed,married,university.degree,no,no,no,cellular,apr,tue,110,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
10714,45,management,married,university.degree,no,yes,no,telephone,jun,tue,134,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
11592,34,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,238,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9417,42,admin.,single,university.degree,no,yes,no,telephone,jun,fri,520,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
22034,45,unemployed,married,basic.9y,no,yes,no,cellular,aug,wed,68,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20191,29,admin.,married,university.degree,no,no,no,cellular,aug,mon,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
13199,27,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,91,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
23252,37,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,94,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
851,31,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
14638,43,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,235,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
20469,47,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29764,31,services,divorced,high.school,no,yes,no,cellular,apr,mon,97,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
27766,34,technician,single,professional.course,no,yes,yes,cellular,mar,fri,544,3,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,yes
24904,50,services,married,high.school,no,yes,no,cellular,nov,tue,90,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
25876,37,management,divorced,university.degree,no,yes,no,cellular,nov,wed,259,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
27837,70,retired,married,basic.4y,no,yes,no,cellular,mar,mon,61,6,999,1,failure,-1.8,92.843,-50.0,1.629,5099.1,no
15911,42,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,251,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
19507,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,228,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
20420,49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,232,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
3584,25,housemaid,single,basic.9y,no,no,no,telephone,may,fri,130,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
24155,37,admin.,single,university.degree,no,yes,no,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
9542,59,retired,married,basic.4y,no,yes,yes,telephone,jun,mon,322,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3164,46,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
24379,42,admin.,married,high.school,no,no,no,cellular,nov,mon,651,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,yes
840,39,admin.,single,unknown,no,yes,no,telephone,may,wed,1521,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
4748,43,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
36564,31,admin.,married,high.school,no,no,no,cellular,jun,wed,161,1,2,1,success,-2.9,92.963,-40.8,1.26,5076.2,no
20102,36,admin.,married,university.degree,no,no,no,cellular,aug,mon,123,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
8617,40,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8528,26,unknown,single,high.school,unknown,yes,yes,telephone,jun,wed,524,15,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
34678,29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,123,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29366,34,technician,married,professional.course,no,yes,no,cellular,apr,fri,171,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
8124,38,student,single,university.degree,no,no,no,telephone,jun,mon,194,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1901,50,retired,married,basic.4y,unknown,yes,no,telephone,may,fri,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
15832,39,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
23489,29,technician,single,professional.course,no,yes,no,cellular,aug,thu,94,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
32110,28,student,single,university.degree,no,yes,no,cellular,may,fri,126,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
24921,36,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,99,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
33251,36,admin.,single,university.degree,no,no,no,cellular,may,tue,69,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
10362,36,management,married,university.degree,no,yes,yes,telephone,jun,mon,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29169,41,admin.,single,professional.course,no,yes,yes,cellular,apr,fri,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
19411,59,retired,married,high.school,no,no,no,cellular,aug,wed,292,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
6048,36,services,single,high.school,no,yes,yes,telephone,may,tue,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40894,39,housemaid,married,basic.4y,no,no,no,cellular,oct,fri,282,1,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,no
1023,40,management,married,high.school,no,no,no,telephone,may,wed,238,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
8851,49,blue-collar,married,unknown,no,no,no,telephone,jun,thu,225,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
16245,40,blue-collar,divorced,unknown,no,yes,no,cellular,jul,tue,160,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
4948,38,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,23,16,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
26897,36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,151,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
14799,56,admin.,married,high.school,unknown,no,no,cellular,jul,wed,120,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
14821,23,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,830,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
806,36,services,single,unknown,no,yes,no,telephone,may,wed,852,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25731,29,management,single,university.degree,no,no,no,cellular,nov,wed,802,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
17984,40,housemaid,married,basic.6y,no,yes,no,telephone,jul,tue,225,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34250,31,technician,single,basic.9y,no,yes,no,telephone,may,thu,13,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
37077,32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,315,4,999,0,nonexistent,-2.9,92.469,-33.6,1.018,5076.2,no
26374,29,admin.,single,university.degree,no,no,no,cellular,nov,thu,103,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
22798,35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6365,51,technician,married,basic.9y,no,yes,no,telephone,may,tue,676,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40834,32,admin.,married,high.school,no,yes,no,cellular,sep,mon,156,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
16790,54,services,married,high.school,unknown,no,no,telephone,jul,thu,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6237,34,unknown,married,basic.4y,unknown,yes,no,telephone,may,tue,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13421,39,technician,married,professional.course,no,yes,no,cellular,jul,wed,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2913,26,student,single,university.degree,no,yes,no,telephone,may,wed,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29531,37,management,married,university.degree,no,yes,no,cellular,apr,mon,13,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
14333,55,management,single,unknown,no,no,yes,cellular,jul,mon,342,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31153,43,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,wed,153,1,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,no
3014,55,admin.,married,high.school,no,yes,no,telephone,may,wed,133,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
4309,45,management,married,unknown,unknown,no,no,telephone,may,tue,121,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27390,33,student,single,unknown,no,yes,no,cellular,nov,fri,353,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
19333,52,technician,divorced,university.degree,no,yes,yes,cellular,aug,wed,100,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
26822,43,blue-collar,married,basic.6y,no,yes,no,telephone,nov,thu,20,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
35453,36,admin.,married,high.school,unknown,yes,no,cellular,may,mon,284,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
